Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Num_words_text
59172,B002HQLY7S,A1W7WYGM5AM97S,"islandgirl ""fran""",0,0,2,1333843200,this one was a disappointment  for me,sorry after many rave reviews just cant make myself like this onebr have ordered countless assorted flavored coffee keurig website andbr have experienced such flavorless coffee cant recall have everybr tried gloria jean productsand knocking brandi havebr enjoyed that brand served mallbr unfortunately have fifty kcups usebr this personal observation this particular flavor this brandbr just flavorless sorrybr wondering there recourse worth worthless kcups believe mebr complainer check other reviews just heads that maybebr sitting fence this flavor imho stay away sorry gloria jean,84
136071,B005SPQENY,A1ALOTXWL76OY7,Maria Waltner,0,0,2,1337817600,Pulpy bits,hard time even trying this product because seethrough jellyfish like pulpy bits floating around passion fruit strong sugary there typical green aftertaste just couldnt finish bottle gross having aloe pulp mouth,31
170939,B005LIY3C2,A7C7QG6O3ZHXD,"A. C. Smith ""A.C.Smith""",0,0,2,1338336000,Not fresh!!,rating packaging else would have given this starway expensive such small candy stale paid including shipping around 13my store near unfortunitly lives miles away from anyway happy with this purchase recommend ordering these cinnamon bears dont wasted your money,39
430494,B005K4Q1T0,A3A2M1Z8HO7RZ5,K. Jones,2,3,2,1321228800,Tastes like hot sugar water,this chocolate tastes like sugar water with pinch coco although even sugary taste weak tainted flavor artificial sweetener sucralose consistency watery bland this when made directed directions boxbr recommend this product,31
529557,B0032CB15Q,A3FQ0K724SUWNY,"S. Gray ""picture framer""",0,0,2,1340064000,It is Extra Bold and Extra Acidic,love bold robust coffee decided purchase green mountain dark magic kcups definitely bold coffee acidic enjoyable severely disappointed this coffee trying other brands because this experience trying steer clear coffees distributed green mountain thats shame because they offer many choices money hard come blow coffee cant drink,47
556590,B00061MUNS,AYLGNFOLWV5XS,"M. Jentzsch ""Pragmatist""",4,8,2,1248825600,Feed with caution,this review generalization hoof treats indication that this particular brand different than others have triedbr many dogs seem have little problem with hooves when tried these they seemed with other good quality manufacturers problems with them threefold first they have tendency splinter since most dogs tend swallow faster than they taste became quite concerned might sustain internal injury from those shards second aftermath bout diarrhea however sensitive take that what worth lastly least concern that they stink horribly know dogs tend like things that stink holy moly when plopped down next office after eating first thought eaten rancid,98
196540,B002PJAZV8,A37CDON8E7QXH0,Smooth,0,0,2,1337040000,It doesn't have the light roast flavor,have embarked journey find perfect light roast coffee bean amazonbr this tastes like dark leaves strange sort bitter behind almost this were made from bstock beansbr didnt like compared other light roasts tried wanted good since cheap just isnt good,40
535784,B003VXHGDM,A3KEK9BZR3STME,martha morales,0,0,2,1337990400,A Loyal Wolfgang Puck Customer,love wolfgang puck restaurantscookwarebrand endorsed products brand products cuisine amazing loyal this creme caramel coffee tasteless real coffee flavor hint caramel creme brews like steamed milk that somewhat pasty tasteless feel your palate soooo dissapointed such loyal brand products sadlya waste funds return because think food items none refundable,49
111327,B000NBYPEI,A2ITZ7LGAQONBN,sue-michel,0,1,2,1294099200,everyones a critic.,bought torani original mocha sauce white chocolate after reading other reviews raving about this product saying just like starbucks white mocha latte well tell very strange after taste almost hole bottle close starbucks taste will ever recommended this product have other bottles just gathering dust pantry because dont want,49
532437,B000VTRI32,ADBBSN68NTDII,"Roberta G. Macler ""RGM""",30,34,2,1284595200,moldy,have used wellness core long time research before choosing however after getting that moldy started doing some research company been bought many many consumers have complaints about quality control food some cases their dogs have been getting sick saying just beware that same company anymore,45
145544,B003D4F1QS,AYOMLY6LFLQGG,Neil F. Smith,0,0,2,1345593600,Packaging more suited for metal screws not teabags,packaging does match what show website teabags came suited hold metal screws teabags teabags were tossed there like screws well unless plan store your teabags your garage your workbench order these ordered these subscription which cancelling,36
308141,B003VS77A4,A31YSB7ZVW5AQ3,Star,8,8,2,1290038400,Only six cups?,paying fourteen dollars kcups ridiculous store that sells them target bath beyond kohls belk pack eighteen around dollars want variety pack amazon plenty others better deal think idea random cups interesting youre only getting this price,36
45936,B0041NYV8E,AR3ECVXFV9VRJ,"notaprofessional ""notaprofessional""",0,0,2,1345680000,Tastes artificial,saved this drink time when wanted beverage after large meal when time came kitchen with nothing water drink tried tasted mostly might expect kick ginger tang lemonbr then honey kicks honey mean thats what ingredients saybut they also list those sugars result artificial taste could ginger honey lemon water million times come with that artificial tastebr because aftertaste wont buying this ultimately gross,63
118277,B007RTR89S,ATJV9TWMRNF8K,"Cathe Fein Olson ""Avid reader and writer""",5,5,2,1338249600,heavily scented,cannot review well this shampoo works hair arrived mail with shampoo leaked into mailing envelope will that sensitive products with strong fragrances like this good choice heavily scented also dont recommend ordering this product through mail popped open there packaging shrink wrap secure shut,44
455270,B0027INGOK,A1E2KBDDYVAIQ7,David Farris,0,0,2,1341878400,not very good experience.,arrived missing some items carboy bung thermometer hydrometer test tube arrived broken seller said they would replace send bung bung arrived test tube also this order missed thermometer inventory that time thought late would recommend this beer making just easy miss inventory itemsbr seller neutral they sent bung cares wanted test tube,52
54667,B000EDI8ZM,AZLMNW8DTTDA6,"Jeremy ""J3P""",3,3,2,1300492800,Crunchies?  Not quite.,normally huge allnatural healthy organic snack foods such this however product what says these strawberries crunchy rather chewy they have desirable texture seems that things have happened here either water removed during freezedrying process somehow moisture into package taking away from products crunch also buyer beware because these packages only ounce picture product description state,55
188314,B0027Z8VES,ATO15M4Z5S3MB,Uncle Ronald,0,0,2,1343779200,"Smells good, no taste...",send coffee wife mothers opened package full expectation coffee smells pretty good really lacking taste department taste blend side bitter flavorful krups expresso machine extract most flavor from coffee this product comparison starbucks french roast,35
544055,B004W8LT10,A2RTTASV1C159W,B. Ducote,2,3,2,1315872000,It's salt!,bought this because reviews wasnt happy with your looking really good popcorn salt buttery popcorn salt sold here adds more flavor your popcorn than flavacol does,26
190546,B001992MQQ,A9VQKXJL3D5RI,bbled08,1,1,2,1309996800,Didn't love them...,lowcarb diet looking some lowcarb snacks through hunger spells thought that white cheddar would good flavor upon receiving order trying them cant bear continue eating them flavor very artificial tasting kind sweet dont mind texture them though they remind rice cakes also these snacks better suited diabetic someone lowcarb diet each actually carbs,53
267726,B000FMZO8G,A30DL9EJQNGJOZ,Kris,2,2,2,1329955200,Not What They Advertise,when bought this snack expecting dried snap peas which what they lead believe from packaging however they from this they really smashed blend many ingredients bent back into shape there benefits like fiber there some sort overall there still some poor ingredients opinion especially when expecting dried snap peas also flavor very bland almost like cheerios stale corn puff somewhat overpriced although bought them from grocery store amazon wouldnt recommend them,71
326485,B002AQ0OW6,A2B2P75F15UMOL,llaforge,0,0,2,1321056000,Dissapointing K-cups,have purchased quite kcups through amazon with success this last shipment very different instead being original timothys boxes kcups were loose mostly likely because changed instead wonder these arent rejected cups since using this shipment many kcups have been defective other posts have mentioned grounds everywhere have used this several different machines same result price great quality gone down sure will purchase these through amazon again,66
302914,B003AOIN7A,A3VF7QWKWT0PG6,"B. Klein ""Bruce""",0,0,2,1349395200,paragon sugar free grape syrup,with cherry flavor grape left after taste artificial sweetener there needs syrup that comes close flavor without after taste those sugar free flavoring,23
362089,B006N3HZ6K,A8M42EXA7NB5L,#VALUE!,1,2,2,1294876800,Love the coffee - HATE Amazon's price hike,this very favorite selections bold deep flavor been staple household longer sure what amazons reasoning huge sudden price hike read that they claimed increased price from manufacturer other retailers that count cups have kept same price that seems like excuse 50ct case walk into number retailers with basic sale easily accessible coupon much better deal sorry amazon love wont buying more cups from unless bring back reasonable pricing,68
377116,B00250Y78O,A2K4K6V2FLU1H6,Cabragg,2,2,2,1331164800,packaging,cant comment quality product tell that packaging terrible tight small amount contents spilled into this makes question freshness product anyone uses this product knows what sticky mess will wipe down cant return return policy food,35
364040,B00450XKUI,AOP5XTLHML34D,nhlen,0,0,2,1344556800,suckered senior,should have believed reviewseven senior citizens enticed flavors ignoring warnings ordered this assortment arrived with usual amazingly fast amazon delivery upon opening contents were obviously described lemonlime blue raspberry watermelon what receive more disappointing pops were cherry6 orange balance distributed amongst same flavors guess tootsie folks much cherry stock next time heed warnings,53
345070,B0076MLL12,AM1A219XG2N0N,Cameron,0,0,2,1325548800,Horrible Taste!,just keurig weeks wanted some chocolate alternative coffee didnt have super high expectations these absolutely awful there very strong plasticchemical taste these kcups tried them tried putting some milk them help mask chemical taste nothing will help only reason gave these kcups stars because boyfriend tolerate them dont trust because hell just about anything opinion they that good will still drink mugbr from what read other chocolate kcups youd better just buying regular doing that,75
420667,B008JKSJJ2,A2ZTFDUDNBQ2Z7,"Bruno ""Bruno""",1,1,2,1340496000,"Taste great, but way overpriced for the size and ingredients.",must admit like them they healthy alternative candy about each very small light theyre expensive most honey nuts pieces dried fruit shouldnt cost that much competitor come along hopefully with better value,32
479712,B008UD1WEC,A2CYBA3ISIU2AM,J. Baron,0,0,2,1325203200,Ok,even though picture shows gevalia brand coffee discs even though thats what product called actually maxwell house brand seller least emailed know that after course product already waybr product itself isnt that great milk discs dont always work correctly doesnt taste nearly good most other tassimo drinks,47
536762,B000JMAVYO,A1UXB9ROJW5U18,JAYNE777,0,0,2,1335484800,not as good as others...,have ordered unsalted almonds pound time previously these were flavorful like others ones ordered previusly were sweeter more nutty flavor were slightly more chewy would think that these tastelessflavorless because they have been sitting shelf long time like leaves loose their flavor over time sure because dont have fresh ones with which compare them,54
78411,B000LJHPIU,A3KRXVZA17DJUX,"Mary Aycock ""Marye""",0,0,2,1222128000,Pet NShape Dumbbells  32oz,doesnt like many treats delighted when found small packs petsmart they longer carry them going online discovered that sell them several months have purchased these from loved them last order seems have changed texture color seem different wont them dont know this time thing change permanent very very disappointed other treats bought same time same least eats them sometimesbr probably wont purchasing dumbbells again especially since price gone from under 40br thanksbr marye,73
60506,B003QNJYXM,A2YK9ORUQ2TMOM,"Fred Waltz ""Fred""",7,8,2,1313366400,Did not work...for me.,kind opposite effect friend recommended hour energy replace morning coffee anything actually made tired groggy guess different influence each individual would suggest trying first before buying bulk,27
57294,B00817GPWQ,A1FMRO9K6W5OVT,John Bonham,0,1,2,1276560000,Wanted to like it,sounds delicious taste just fruity that good tasting just tastes weird lack better description enjoyed houtte french vanilla creme brulee flavors this will regifted wish could smaller samplers without having commit this many,33
384924,B004KDTT7S,ANUAFPY9VF9XK,ModoT,0,2,2,1302912000,Good if your dog is constipated,switched yorkies natural balance ultra premium over year liked however that this product yorkies allergies decided give idea this food made dogs poop uncontrollably both dogs house trained have been years this food made them poop inside poop multiple times unfortunately bought bags this flavor another wanted almost second cant wait transition them another food dont know made them poop much would recommend others natural balance ultra premium another rated food,71
218082,B000M2Y0HA,A3UP070UDU89I,"JessicaTheKat ""Meow""",4,12,2,1200268800,Tasteless & Bland,amazon still selling these 27oo containing poptarts dont them dont them price rice cakes have more taste than these bought local store they tasteless maybe hint chocolate really noticed bland cardboard covering called cookie prefer empty calories from things that taste good,42
320653,B002IR7V6Y,A1MPKKOVTI3OSR,Alice Schaffer,1,1,2,1255824000,Not Dynasty; Not Wasabi,what received dynasty wasabi mayonaise substitute shirakiku horse radish mayonaise okay good wasabi mayonaise used past read where crop wasabi year scarce right,23
213940,B000EPMP40,A3RDMG6QT8TFFR,A. Scharfenberger,0,0,2,1294272000,I knew that being diagnosed with celiac would change things....,cookie part filling good splinters apart when bitten into taste barely noticeable then sudden there chemical frosting taste sigh will continue searching gluten free cookie have resigned myself fact that will have cook most everything from scratch from bright side will certainly make plan ahead better more inventive cook,49
35800,B003J9R3TU,A1WG5SD91EWYXZ,J. Labore,0,0,2,1316131200,Wet cardboard,must have different flavor profile than other reviewer thought this tasted like cardboard without bright notes just finished after many months drink every wasnt expensive would have given three stars expect above average experience price paid,36
47875,B004SRH2B6,A2RNYW2HIQBGSM,Carlos Alvarez,2,3,2,1297814400,Tastes like plastic,have bought version boxes before thought plastic bottles would more convenient unfortunately makes drink taste like plastic plastic taste very strong awful stick boxed type,25
301306,B003Z6ZGZK,A2IHDSWGOJBZ2Q,Hoopee,0,1,2,1341878400,Great product. super slow shipping,this product starbucks starbucks product good stuff live seattle home starbucks this price cheaper than anywhere found this quantity ordered thought would take days here plastic envelope nope twelve days later arrived shipped from tennessee with packing slip with official starbucks maiden invoice come starbucks does your roasted coffee ship your coffee shops from same locationno distribution centers anything that could mail package little more efficiently days from time order receipt long time package mail letters from seattle southeast every week that arrive days this slower than media mail,89
206274,B0052BRWGW,A3RK2R3JV60YG0,CanHasStuffs,2,2,2,1339545600,Not very good and may contain non-organic ingredients,found these cookies very dense difficult bite through there nowhere near enough chocolate chips many cookies didnt have single chip thembr regarding organic advertising ingredient list does that chocolate chips used organic they contain lecithin since products that advertised organic carry usda organic seal contain nonorganic ingredients very likely that these cookies contain lecithin from because label does specify that source used organic nongmo,64
352246,B001ELL3LE,A1HPFVMACWC2BX,S. Anderson,0,5,2,1243987200,Instant Price Increase,bought bottles this product little over bottle following decided more discovered that price suddenly increased bottle pleeeeezzzzzz that stupid andor tolerant price increases that seem computer generated based purchasing habits product seems marketing costs ludicrous were depression with inflation give break stop price gouging,44
331685,B000F0DW1E,AJQLPL53BCLJH,"L. Russell Keene, II",2,4,2,1305244800,I didn't like this product ~,dont waste your money this product just ordered boxes casbah tabouli will make according their directions again number spices mixed with bulgar wheatdont like that number follow directions they will have olive mixway much olive next time will only couple tablespoons olive best near east taboulemuch better,47
337060,B0032K0QIG,A2UNHF7GJQLQ4R,DeB,0,0,2,1300665600,Deceptive Ad,shoplet very deceptive dont fool these original melitta oneone pods listing says over shipping weight states pounds think when buying that getting more than coffee pods when package arrived shipping said pounds outside there this retails over,37
62594,B001EO5WMM,A3NTSPGJOD885T,DooDa,0,0,2,1323734400,Incorrect Photo,purchased this product based photo hrefhttpwwwamazoncomgpproductb001eo6cwguncle lees organic white with lemon grass jasmine 18count pack description uncle lees organic whole leaf jasmine green which fault however amazon should have correct product photo have added correct photo this product careful because amazon will return food items easilybr have admit this some really good jasmine green will purchase again future white teal with lemongrass jasmine even betterbr once photo corrected will change review,71
422313,B000EDGB7E,AI3M89ZS2ADL7,Markohzz,0,0,2,1349740800,chewy,apples strawberries were crunchy satisfying pears were chewy suspect were expecting crunchy support from company they replaced however replacement pears still soft,22
190989,B003JJX83U,A2K1ME71A7VXGA,June,1,1,2,1348876800,Disappointed: Made in China,bought these lollipops birthday party lollipops look cute never purchase food items that made china nowhere description country origin disclosed know difficult find things made china draw line edible items would definitely have purchased them known,36
510896,B004FGWU9O,A4L2ALOJ53R96,Squib,1,1,2,1297728000,"Weak, even on small cup setting",this coffee brews very weak like light roast chefs reserve pods just over half full scale less coffee than normal pods stick with normal pods extra bold like coffee that taste like coffee,33
360308,B000WVYB8Y,A3US1QSEMTLW18,"L. Betz ""Lauren""",2,15,2,1311638400,Not sure bottle was sealed,srewed bottle without removing hard plastic pull ring makes wonder safe there other covering back looks like never been opened since powered supplement this doesnt look safe gave because seal fact that probably have return,35
511354,B001LQTDZA,AE3KYF7092YXE,"Stephenm27TX ""Home Stuff Psycho""",1,2,2,1304726400,Not what I expected,youre type person that prefers taste dried tomatoes wouldnt suggest these smoked flavor overwhelming barely taste tomato wish purchased regular ones,21
23947,B0013NUGDE,A36YQLW5FDZG68,M. DaSilva,0,0,2,1303689600,Didn't satisfy the void of baked salt & vinegar chips for me,really excited these salt vinegar always been favorite flavor have that taste spot texture offputting could used somewhat liked stale cracker feel they left awful coating mouth akin plain smartfood popcorn guessing something with production popped foods something again however positives that they significantly cheaper amazon almost have less content than baked youre this great choice,56
393613,B000F50PAA,A12PIQ438BWZRD,"Mumsi ""Mumsi""",4,5,2,1282694400,EVERYTHING Melted,daughter fell love with toffifee while germany this past summer found amazon called toffifay instead toffifee made same company decided take chance luckly tastes same unfortunately chocolates look same embarrassed serve anyone kidsbr sure would have been good packaging were better when recieved twelve boxes ordered every single them completely melted this candy makers fault amazons packaging gave them packaging feedback they have responded waybr lesson learned assuming amazon will improve their packaging meltable food products only order this winter,80
515319,B001EO7IME,A3PPOTV6659ATF,Jerald,0,0,2,1280448000,Dull boring taste,bought these thinking bigger bulk price taste dull boring actually ended giving half away really does even taste like sauce more weak seasonings,23
52309,B000I04D5K,A3LA1Z8T3GTUW0,Mrs T,0,0,2,1317945600,Save your money,when first received these fortune cookies seemed that would well however trying them second they were soft lost crispiness wants more theyll probably halloween,24
55436,B002ZF06JI,A1T95OUOX0T7V4,garp,2,4,2,1315180800,How disappointing...,bought this item several times before nowbr less than year this bucks cheaper delivered quickly dogs loved embr these more expensive than steak take days here strips look more like bleached cardboard than rawhide dogs suggest waste these againbr well thats progress,42
303942,B0025U9YFK,A3A5RYU0MGOV0W,Brook-lynn,3,5,2,1277337600,Does not live up to its claim,this sweetener claims that single packet will provide same sweetness tsps wrong after packets just barely start taste sweetness packets desired taste which tsps dominos sugar addition stevia supposed times sweeter than sugar cane table sugar this particular brand does even live advertisement single packet having same sweetness tspsbr liquid stevia much more potent drops will itbr prosbr sweetens without affecting your blood glucose levelsas stevia doesbr after taste very suttleno licoricebr consbr takes many packets sweetenbr pretty expensive,79
543077,B000JF9YQC,A389KK46AH771B,drfugawe,0,0,2,1282003200,Crumbly and flavor weak,didnt like this resistant mouth feel within chews hundred pieces although canadian usually eatable things better than their neighbors thought flavor much like popularwhy american licorice twists which consider very weak like those like these,35
21911,B000KV61FC,A1DEOFY9WNUEB4,"Tara ""Tara""",3,4,2,1273017600,Bad for extreme chewers and smart dogs,purchased this westie because work shes home alone crate most wanted give something stimulate mind didnt bored while away received many recommendations this read many great reviews here issues with itbr only shes extreme chewer product says durable almost chewed through onebr apparently genius figured dispense treats just theyre supposed dispensed unraveled rope pulled dumped treats uselessbr think would great that doesnt like chew cant figure work around dispensing treats extreme chewers smart dogs durable stimulating enough them,78
152467,B001HTP04E,A7VM84CT5LK7C,"Paul D. Pruitt ""socrtwo""",29,37,2,1153267200,Tasty but Burnt and Salty,pretzels supposed salty these salty they also have burnt flavor could this distinctive smokey flavor bags ahead with prospects unsatisfied pallett mighty tall order other hand subtle sweet flavors good this your ordinary pretzel them safety first instead buying bags also note grocery items cannot returned amazon,47
249744,B001LGGH54,AQ6N3O7KR4ERK,"Mel K ""Laroque""",0,0,2,1238889600,Super sweet,appreciate more natural angle this soft drink compared more staple carbonated drinks this crazy sweet taste buds dont know formula changed these glass bottle from store before this felt like completely different animalbr guess like crush drinks like this your alley though,42
211747,B003OBQT0W,A3F0UVQAK79YGH,"Thermos Johnson ""Zambiland""",1,3,2,1306800000,Disappointed with the amount of sugar,just tried this first time this weekend artist festival supplied musicians liked taste little sweet when read that each contains grams sugar think know where everyone getting their energy from theres need much sugar mate great drink just plain view great plan subvert health benefits with equivalent almost krispy kreme donuts realize that people might like without sugar would like just fine unsweetened insulin levels size posteriors would thank guayaki would give unsweetened version stars,75
509607,B004SWTKQQ,AIYH6Z4CTXPC0,Goldenwudl,0,0,2,1346457600,Disappointing Comeback,first excited hear pine bros cough drop comeback rushed bought economy pack from centbox youth immediately disappointed there enough honey sure there corn syrup original formulation dont waste your money nice however,32
16643,B001LGGH40,AG8E2F0G98ZTB,Fritosgirl,0,0,2,1238803200,"Left Me Thirsty, But Not For This...",this drink left thirsty which isnt good when said drink supposed quench your thirst bottle appetizing though found drink took very little time finish when comes taste lacking either mixture kiwi berry something because reminded more energy drink than juice drink benefit there icky after tastebr will switching anytime soon this drink recommend giving taste buds different maybe youll like just wasnt,62
307307,B002970PMU,A28MY6DQTQB2PV,Jason,6,8,2,1325808000,Expired Chips,purchased this potato chips christmas gift received package well time december expiration date december basically bought giant stale potato chips,20
313058,B000EZMRP2,A2KRQN4HSPSHHP,MSgolfguru,0,0,2,1313625600,Dry and hard,while thought concept tuna jerky sounded like good idea reality these fell short tuna extremely hard moisture lost curing process left tuna tasting more like hard paper enjoy salmon jerky will ordering tuna again from brittle hard texture strange after taste this tuna disappointing,44
347702,B0018QNLRY,A164G1IQSVRPFG,Spice,0,3,2,1297987200,Daniel Chips,used love these chips this time palm smelled rancid even though expiration date emailed company never received response phone number available contact chips made thailand even though company says england gives impression that natural hand packed wont these again,39
191210,B0006DOO3A,AKOWW8CIVSYDG,L.P.,3,3,2,1297036800,Snowman gift box,this item very cute however contents weak included some candy cookies however items look appealing worth money although makes cute wine gift embarrassed what included which realize until after gave several these gifts,33
451707,B0000CNU3P,A1F32GZK0HGJFI,"Paula Bledsoe ""lover of romance books""",2,5,2,1243814400,NOODLES HOT AND SPICY,this product worth something thats cheap light weight shipping handling very very high each these each bulk would have been okay much they charged worth thats gave stars product alone charge that much each ship just worth could have sent mail hell cheaper mean they dont weigh that muchbr sorry will bother getting morebr these were present kept gave rest like them will buying more thank,66
395522,B000FW0NEQ,AGE64SY3HP9RV,CZ,8,13,2,1209600000,Warning - MSG,they taste great wonder because they contain form yeast extract rice works salt also sold here they have only salt taste even better cheaper,24
494489,B006R19NF4,AIF0F2F69NV5I,"Simon Mall Giftcard Customer ""Joe Music""",0,0,2,1346284800,ok but not great,this item disappointment expected better flavor sour start that cherry soda flavor very faint difficult taste texture what would expect from quality gummy soft slightly firm chewy sour spot will make pucker efrutti normally wonderful products with abundant flavor sadly this product them ordered bags pounds opened gave three remaining bags away less discriminate gummy consumers rated this product because expected better flavor just sour gummy enjoy sour less concerned with flavor this product right,75
56397,B000EHL21U,AVAMNTWB086YS,K. Hays,0,0,2,1166400000,Hard and Chewy,bought this trader joes pretty hard maybe just others have said hard chewy that hurt taste chocolatey hoped caramel good pretty sticky fingers nuts things outside were pretty good kept falling onto floor guess less messy kashi next time,39
193214,B0000DJDJZ,A1CFCWUCI9HQCB,"Princess Pinto ""Pintobean""",1,1,2,1271203200,I wish they hadn't used maltitol...,bought this syrup from local store decided liked taste syrup however idea that maltitol going cause terrible discomfort soon didnt even have full serving which believe after looked ingredients googled maltitol realized that cause intestinal discomfort that felt terrible pain needless bottle went straight trashcan unless know sure that sugar alcohols dont bother wouldnt,54
316334,B0049J5JY0,A2FAJ0Y5PKCS88,Amanda Beck,0,0,2,1316476800,"Love the ingredients, hate the taste",know possible make decent glutenfree cookies because made them myself these decent almost tasteless with unpleasant mouthfeel weird beanlike flavor this product giving glutenfree name,25
294172,B000LKZ3GA,A1DMBOTU5P681,J.E.N.,2,2,2,1286928000,Blah...didn't like it try before you buy in bulk.,bought pack these because reviews thoughtblah organic milk kind watered down bland plus wheres chocolate milk flavor being high calories sugar sugar expecting some major chocolate flavor suggestion smaller pack before bulk will like wanted like them didnt,38
294926,B005V9UG18,A6YN52P8K1R7N,"Alex O. ""chandler52""",4,4,2,1349136000,Taste and Composition Change,other reviewers have pointed also disappointed reformulation this product fact that company didnt properly disclose this information this bulk personal others also thought minute that shipment expired spoiled product clarify both taste consistency have changed from before product thicker overall tastes closer typical protein drinks which personal taste letdown there dozens other protein drinks market this distinctive taste consistency that both gone will look replacement since this part daily diet,70
28414,B007OXJMD2,A3E49ANKSRVLXF,Michelle L. Caputo,0,3,2,1309132800,Coffee is great but box was crushed...,have ordered from this vendor before surprised that crushed this time shipper that fault though since they were sturdy with adequate packaging cups were impacted though able them,28
364314,B002Z2QBOA,A1LNZH1JU048LL,"Brooke ""Jakes Mama""",2,4,2,1320883200,Really?,partly fault poor raring entered search coffee this popped figured kcups which what paid hereof course today sale kind high however thinking just which favorite arrived damamged might combination flavors2 which house likes what really awful paid bucksthis exact same local walmart price hightotally worth,45
421552,B000EVG8FQ,A30JYOIR0U7KSG,D. Vieira,2,3,2,1308441600,"Potato-y taste, bad texture",opinion these poor substitute real pretzel they have potatoy taste texture theyre crunchy when first bite into them then they quickly dissolve very quickly just more quickly than real pretzelsbr snyders gluten free pretzels closest thing real pretzels have tried just wish they were made twists,46
120017,B0001QNI8Y,A1VVI4X7X33BNK,kar,6,6,2,1324684800,poorly assembled,while have complaint about contents this order half purpose paying much some trinkets arrangement this item arrived looking like simply tossed together afterthought appeal sending gift basket that supposed look pretty like image vendor cant take time properly arrange gift basket especially paid extra wrapping cost basket itself would hesitant order such item from amazon future might suggest using your local florist,62
85692,B0053WMOJA,AZ7GJ72KEZTB9,Starling,11,14,2,1317254400,Too small for the price,shopped around little after purchasing this antler chew really dont think this good deal about inches long advertised pretty thin also usually goes crazy antlers isnt really interested chewing recommend ordering from grateful shed antler chews instead,37
487383,B000ZH04KY,A33IXSBASBYDMY,"Steve Savage ""Suteebu""",5,5,2,1218844800,Delicious but stale,bobos avabilable local organic market love them cents cheaper free shipping ordered them from amazon alas produce that arrived passed best date months what disappointment guess better paying full price fresh product naturally food items nonreturnable even when they listed arrive,41
450379,B0029NS7BU,AHTTQFKOGNURP,kenv0720,0,0,2,1348617600,UNHEALTHY,please dont feed your only this only reason stars that this stuff into every food loves very picky eater will refuse food,22
193010,B003P02EX8,A2AYI25A1Q5CUC,johnny lee,0,0,2,1350086400,talking rain,this talking rain carbonated water with hint flavor three four types with fourth being natural waterbr tastes like bubbling water,20
494158,B0017I3SNK,A25AR3AKIDT3I1,BecauseMommySaidSo!,0,0,2,1296172800,Not very tasty.,boys were fond these they used taste texture gluten free foods even with them being used them they couldnt stomach these wish amazon carried midel gluten free animal crackers they very tasty boys love thosebr dipped these ones nutella theyd these ones,42
127074,B000P6MSOU,A2908U1H9L3NGJ,"Brian J. Aldridge ""gaming geek""",4,6,2,1310342400,"Bland Flavor, Poor Quality",bought this because diet like things small packages control portions once them read nutrition information discovered that these very high calorie their size around calories going stick with ritz crackerfuls double flavor half calories calories flavor these austins bland boring there never enough filling between crackers cookies most packets opened crushed pieces which spilled cracker dust over place tried each variety this package took rest work give away coworkers,69
318578,B000NGP8UI,A2AF8V41IQ97EM,"Eric Ivers ""Grand Poobah""",0,4,2,1226188800,Shipping costs,thought buying direct from amazon wasnt product fine shipping took longer than expected shipping costs nearly doubled price will much more careful ordering from amazon just ordering through amazon future,30
161555,B000G7YRRO,AUFCKL2H0KMBE,stuartl,1,4,2,1281571200,The Shipping Box Says Handle With Care,rice cakes these pretty good shipping last times purchased been acceptablebr these rice cakes plastic bags that means they fragile bags will tear removing section shipping exposing bags then thoroughly taping exposed bags with packing tape very smart exposed bags beaten impossible remove packing tape from plastic without tearing bagbr first time thought accident twice,55
498048,B0013NBM5A,A1E7G56OX03JKO,Ranch Girl,36,37,2,1244073600,Slightly Rancid Taste,although these pistachios arent supposed expire until next year they slightly rancid which ruins both taste health benefits amazon doesnt allow returns food items buyer beware,26
227163,B000SARJM4,A1U4I7P4DMAJTC,M. Harris,3,4,2,1281657600,cheap price and cheap quality,first connoisseur although enjoy good prepared under right conditions disappointed probably because higher hopes leaves received almost powder form like bags high quality leaves when comes appearance complete leaves almost complete sure what quality other reviews talking about second taste isnt liking seems rather flat again connoisseur,47
559439,B001SAY19W,A1RTOL5OUTYI4M,D. frantz,0,0,2,1340150400,No strawberry flavor,followed directions tastes like milk flavored cream pretty much consists small boxes pink sugar really disappointed going adding sliced fresh strawberries,21
552896,B002DZIL24,A3U4GW06XNSI2Q,"B. B. ""B.B.""",2,11,2,1173312000,Unique taste!,looking healthier alternative potato chip with same taste look further these chips taste completely different than white potato chip definitely surprised when biting into this chipit tastes saltless almost bitter tastes little like fried plantain bananasdefinitely list favorite snack food,40
502242,B000T83JIS,A27X2YJKSEI92N,"Peter H. Kosel ""Pete in Sacramento""",0,0,2,1307923200,I got short-weighted!,ordered pound nigella seeds received ounces package clearly labeled containing that amount have never used these seeds before cant even tell right thing package same amazon vendor simplybeautiful offers 7ounce packages this product 1498br aint happy never want order from these simplybeautiful stinkers again advice others dont trust simplybeautiful dont trust their productsbr updatebr refund this purchase still think stuff tastes like nasty medicine which what some want long history herbal cureall still dont want deal with simplybeautiful again,79
